ID;Nome;Região;Estado;IDH_2010;PIB_2018;Rodovia;Km;Lat.;Long.;Comprimento;Largura;Gestora;Tipo;Norma;N. de vãos;Superestrutura;Material Super;Encontro;Ano;Classe;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;VMD;X_SIRGAS2000;Y_SIRGAS2000;Litoral_Dist;VMD_Truck
002720;Ponte sobre o Ribeirão Piçarrão;Southeast;MG;0.731;166.18;BR-381;324+300;-19.722583333;-43.00815;20;8.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;1743.685611;79728.89638401894;7814243.127766614;267653.5260195028;1021.5684475
002721;Viaduto km 324,10 sob Ferrovia;Southeast;MG;0.731;166.18;BR-381;324+100;-19.7229;-43.008666667;17;4.9;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;3;;1743.685611;79675.48324704345;7814206.736836141;267683.3185042184;1021.5684475
002722;Ponte sobre o Rio Piracicaba V;Southeast;MG;0.731;166.18;BR-381;326+910;-19.742983333;-43.02065;102;9.1;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;2;;2;;1743.685611;78470.2249621576;7811950.316843627;267687.987404002;1021.5684475
002723;Viaduto Km 330,50 (LE);Southeast;MG;0.731;166.18;BR-381;330+500;-19.7626;-43.040466667;250;13.7;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;1743.685611;76441.87253557396;7809725.874244248;268464.1202340473;1021.5684475
002724;Viaduto sobre EFVM;Southeast;MG;0.731;166.18;BR-381;332+480;-19.772383333;-43.04665;37.3;10.1;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;3;;1743.685611;75818.79630074679;7808625.662252976;268520.3737191723;1021.5684475
002725;Ponte sobre o Rio Piracicaba VI;Southeast;MG;0.731;166.18;BR-381;332+720;-19.77435;-43.045516667;112;8.2;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;1743.685611;75942.96609776729;7808410.460430384;268312.45327339106;1021.5684475
002726;Viaduto km 342,47;Southeast;MG;0.731;166.18;BR-381;342+470;-19.828816667;-43.088633333;127;10.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;1743.685611;71563.72704512929;7802262.508020263;269551.31739042286;1021.5684475
002727;Viaduto sobre a BR-262;Southeast;MG;0.731;166.18;BR-381;348+700;-19.860566667;-43.115416667;66;10;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;3;;2560.9247935;68839.43626559334;7798673.703985913;270522.37121961825;1246.140132
002728;Ponte sobre o Rio Piracicaba VII;Southeast;MG;0.731;166.18;BR-381;349+900;-19.861816667;-43.11945;198.5;10;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;2560.9247935;68419.70285629743;7798524.755139708;270843.85133382276;1246.140132
002729;Viaduto km 349,390;Southeast;MG;0.731;166.18;BR-381;349+390;-19.863683333;-43.12245;56;12;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;2560.9247935;68110.05197700905;7798310.073680265;271038.3388587906;1246.140132
002730;Ponte sobre o Córrego do Carmo;Southeast;MG;0.731;166.18;BR-381;368+770;-19.852783333;-43.256183333;30;14.9;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;6789.234;54049.21430690726;7799169.63143635;284263.0705702447;2097.0545
002731;Ponte sobre o Rio Santa Bárbara;Southeast;MG;0.731;166.18;BR-381;381+390;-19.83205;-43.352316667;68.6;13.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;7064.618;43902.37746344763;7801211.23941919;294402.9076426451;2352.084500000001
002732;Ponte sobre o Rio Una;Southeast;MG;0.731;166.18;BR-381;387+430;-19.814583333;-43.397566667;38;14.6;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;8553.3555;39102.72910691617;7803025.218143163;299530.7091029092;2469.231499999999
002733;Viaduto km 392,26;Southeast;MG;0.731;166.18;BR-381;392+260;-19.78895;-43.42975;13;23.2;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;8553.3555;35649.86615362478;7805779.943335878;303781.76043760055;2469.231499999999
002734;Viaduto km 392,33;Southeast;MG;0.731;166.18;BR-381;392+330;-19.788366667;-43.429916667;12.85;23.2;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;8553.3555;35630.671176526404;7805844.184647251;303824.47790779785;2469.231499999999
002735;Viaduto km 393,61;Southeast;MG;0.731;166.18;BR-381;393+610;-19.7527;-43.475633;12.5;23.8;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;30726.14184304286;7809673.790094659;309838.16663692216;2363.204731
002736;Viaduto km 397,39;Southeast;MG;0.731;166.18;BR-381;397+390;-19.739517;-43.507167;13.2;23.5;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;27375.545532997814;7811048.1790642645;313459.2075529101;2363.204731
002737;Viaduto km 408,43;Southeast;MG;0.731;166.18;BR-381;408+430;-19.72445;-43.583583;50;15;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;3;;7653.321161;19304.086263474892;7812504.089259224;321455.71947115165;2363.204731
002738;Ponte sobre o Rio Vermelho;Southeast;MG;0.731;166.18;BR-381;412+000;-19.724116667;-43.573916667;74;14.4;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;4;;;;;4;;7653.321161;20318.506651979813;7812568.5124565195;320546.6804133365;2363.204731
002739;Ponte sobre o Rio Vermelho (LD);Southeast;MG;0.731;166.18;BR-381;412+810;-19.723766667;-43.5731;90;12.8;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;4;;;;;4;;7653.321161;20403.2466075985;7812609.6545398375;320484.7431369756;2363.204731
002740;Ponte sobre o Córrego Engenheiro Velho (LE);Southeast;MG;0.731;166.18;BR-381;413+680;-19.747283;-43.623017;93.3;13;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;15230.723653838446;7809858.480607491;324203.17267732235;2363.204731
002741;Ponte sobre o Córrego Engenho Velho (LD);Southeast;MG;0.731;166.18;BR-381;413+690;-19.74715;-43.623083;93;13;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;15223.388083458995;7809873.045892215;324215.46690666117;2363.204731
002742;Viaduto km 415,49;Southeast;MG;0.731;166.18;BR-381;415+490;-19.756867;-43.6344;48.6;15;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;14064.209558520059;7808762.533823514;324872.5291569434;2363.204731
002743;Ponte sobre o Ribeirão do Engenho Velho					;Southeast;MG;0.731;166.18;BR-381;419+430;-19.746966667;-43.623483333;67.5;16.9;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;;;7653.321161;15180.782551486744;7809892.235468036;324262.1646086538;2363.204731
002744;Viaduto km 419,46 (LD);Southeast;MG;0.731;166.18;BR-381;419+460;-19.781517;-43.6611;616;12.9;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;11335.234232468763;7805950.737015006;326373.59603803745;2363.204731
002745;Viaduto km 419,46 (LE);Southeast;MG;0.731;166.18;BR-381;419+460;-19.781633;-43.66105;616;12.9;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;11340.840277061507;7805938.01259857;326363.7508216934;2363.204731
002746;Ponte sobre o Rio do Peixe (LE);Southeast;MG;0.731;166.18;BR-381;422+840;-19.79535;-43.679167;62;13.1;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;9480.371353399009;7804363.582115041;327532.2705383438;2363.204731
002747;Ponte sobre o Rio do Peixe (LD);Southeast;MG;0.731;166.18;BR-381;422+840;-19.7953;-43.679067;62;13.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;;;4;;7653.321161;9490.718741555174;7804369.420434199;327524.690678622;2363.204731
002748;Ponte sobre o Rio Piedade;Southeast;MG;0.731;166.18;BR-381;427+820;-19.7933;-43.671266667;11.9;17.85;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;3;;9496.930994999999;10303.700436630636;7804613.994248901;326853.0921940705;2901.320412499998
002749;Ponte sobre o Rio do Peixe;Southeast;MG;0.731;166.18;BR-381;428+710;-19.795066667;-43.6788;62;16.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;;;9496.930994999999;9518.039298799296;7804396.084637624;327508.6971736346;2901.320412499998
002750;Viaduto sobre a AMG-145;Southeast;MG;0.731;166.18;BR-381;452+800;-19.834383333;-43.854816667;13;15.7;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;;-8841.973805215792;7799511.1873753965;343092.2318313803;
002751;Viaduto sobre a AMG-145 II;Southeast;MG;0.731;166.18;BR-381;452+140;-19.834433333;-43.855366667;13;15.7;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;4;;;-8899.567413494282;7799503.974481352;343144.307225057;
002752;Viaduto km 454,55 sobre Ferrovia;Southeast;MG;0.731;166.18;BR-381;454+550;-19.841216667;-43.872033333;54.4;10.7;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;3;;;-10627.916132303362;7798700.703727878;344517.90567755874;
002753;Ponte sobre o Rio das Velhas;Southeast;MG;0.731;166.18;BR-381;454+400;-19.841666667;-43.867066667;214;16.1;DNIT;Federal Public;DNIT;;Beam;Composite;Not Informed;;;;;;;;;;;;;4;;4;;;-10104.954967076017;7798665.848995425;344011.7568419531;
002754;Viaduto km 462,07 (LD);Southeast;MG;0.731;166.18;BR-381;462+700;-19.863816667;-43.925516667;270;10.7;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;;-16170.644385911932;7796029.2658764785;348927.00409085455;
002755;Viaduto km 462,07 (LE);Southeast;MG;0.731;166.18;BR-381;462+700;-19.8639;-43.92545;270;10.7;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;2;;;-16163.373852179619;7796020.222900473;348917.27948531625;
002756;Viaduto km 462,59 (LD);Southeast;MG;0.731;166.18;BR-381;462+590;-19.865783333;-43.929766667;62.5;12.6;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;;-16610.4786374814;7795797.939450474;349273.1364735764;
002757;Viaduto km 462,59 (LD - Marginal);Southeast;MG;0.731;166.18;BR-381;462+590;-19.8657;-43.929816667;62.5;11;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;3;;3;;;-16615.999441908032;7795807.0335698575;349281.2072911746;
002758;Viaduto km 462,59 (LE);Southeast;MG;0.731;166.18;BR-381;462+590;-19.866066667;-43.92955;62.5;12.6;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;4;;;-16586.8081613378;7795767.162857709;349241.0833647778;
002759;Viaduto km 462,59 (LE - Marginal);Southeast;MG;0.731;166.18;BR-381;462+590;-19.86615;-43.929466667;62.3;11;DNIT;Federal Public;DNIT;;Beam;Prestressed Concrete;Not Informed;;;;;;;;;;;;;1;;1;;;-16577.787606625003;7795758.171315198;349229.71794994955;
002760;Viaduto km 463,79 (LD);Southeast;MG;0.731;166.18;BR-381;463+790;-19.869133333;-43.940983333;37.7;10.05;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;3;;;-17777.251991382975;7795391.603837661;350256.9702579292;
002761;Viaduto km 463,79 (LE - Marginal);Southeast;MG;0.731;166.18;BR-381;463+790;-19.869383333;-43.940916667;39;11.1;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;2;;2;;;-17769.43725986773;7795364.065038142;350241.04568494315;
002762;Viaduto km 463,79 (LE);Southeast;MG;0.731;166.18;BR-381;463+790;-19.869266667;-43.940983333;37.7;8.4;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;3;;;-17776.817199230718;7795376.806712984;350251.994324488;
002763;Viaduto km 465,35 (LD);Southeast;MG;0.731;166.18;BR-381;465+350;-19.878083333;-43.95205;70;10;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;4;;2;;;-18909.93212159793;7794364.158676122;351020.16090455523;
002764;Viaduto km 465,35 (LE);Southeast;MG;0.731;166.18;BR-381;465+350;-19.8781;-43.95195;92.5;14.5;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;3;;3;;;-18899.37871955248;7794362.618302849;351009.640071968;
002765;Viaduto km 467,490 (LE);Southeast;MG;0.731;166.18;BR-381;467+490;-19.887316667;-43.968933333;70;12.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;1;;1;;;-20652.213993532234;7793287.115058568;352354.78225343267;
002766;Viaduto km 467,49 (LD);Southeast;MG;0.731;166.18;BR-381;467+490;-19.887233333;-43.968833333;70;12.3;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;;;;;2;;2;;;-20641.989028725016;7793296.674100356;352347.9030250426;
002767;Viaduto sobre Avenida Pedro II (LE);Southeast;MG;0.731;166.18;BR-381;470+290;-19.904466667;-43.986883333;91;14.2;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;2;;2;;;-22480.19142374402;7791327.902660862;352912.9046423982;
002768;Viaduto sobre Avenida Pedro II (LD);Southeast;MG;0.731;166.18;BR-381;470+290;-19.9044;-43.987033333;91.5;13.8;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;3;;3;;;-22496.1576037645;7791334.833822568;352924.1349918727;
002769;Viaduto km 471,670 (LD);Southeast;MG;0.731;166.18;BR-381;471+670;-19.913533333;-43.993766667;53.2;11.15;DNIT;Federal Public;DNIT;;Box Girder;Prestressed Concrete;Not Informed;;;;;;;;;;;;;3;;3;;;-23172.834914522944;7790300.158186743;352127.7969490882;
002770;Viaduto km 471,670 (LE);Southeast;MG;0.731;166.18;BR-381;471+670;-19.913516667;-43.993616667;47.8;10.95;DNIT;Federal Public;DNIT;;Box Girder;Reinforced Concrete;Not Informed;;;;;;;;;;;;;4;;3;;;-23157.14438659529;7790302.476483326;352125.5045241807;
002771;Passagem sobre Rua Alvarenga Peixoto;Southeast;MG;0.731;166.18;BR-381;478+300;-19.96105;-44.036983333;25.9;11;DNIT;Federal Public;DNIT;;Slab;Reinforced Concrete;Not Informed;;;;;;;;;;;;4;;;;;;-27550.91470505693;7784890.645955807;348206.03462034656;
002772;Ponte sobre o Córrego Chaves;Southeast;MG;0.731;166.18;BR-383;139+100;-21.408866667;-44.389566667;85;9.9;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;4;;;;;;;;1177.3001765;-59202.73725585686;7622972.669302853;202232.93425343756;333.8265694999998
002773;Ponte sobre o Ribeirão Encel;Southeast;MG;0.731;166.18;BR-383;146+440;-21.361283333;-44.404183333;30;9.8;DNIT;Federal Public;DNIT;;Beam;Reinforced Concrete;Not Informed;;;;;;;;;5;;;;;;;;1177.3001765;-60904.90423398779;7628204.035509437;207732.82311038557;333.8265694999998
